"","File.Name","X.1_ps","first_author","population.structure.","genetic.structure.","spatial.structure.","genomic.structure.","measured_in_time_series_data_ps","hypothesized_driver_of_change_ps","increase_decrease_ps","method_of_estimating_ps","raw_stats_ps","X_ps","doi_ps","year_ps","authors_ps","first_author.y_ps","keywords_ps","Title_ps","Notes_ps","Study.system_ps","Taxon_ps","Driver.of.change_ps","Data.type_ps","Experimental.design_ps","Time.scale.years_ps","Time.scale.generations_ps","Driver.of.change.std_ps","driver_ps","X_nd","X.nucleotide.diversity.","author","measured_in_time_series_data_nd","level_of_analysis","hypothesized_driver_of_change_nd","method_of_estimating_nd","increase_decrease_nd","raw_stats_nd","notes","X.x","X.1_nd","X.y","doi_nd","year_nd","authors_nd","first_author.y_nd","keywords_nd","Title_nd","Notes_nd","Study.system_nd","Taxon_nd","Driver.of.change_nd","Data.type_nd","Experimental.design_nd","Time.scale.years_nd","Time.scale.generations_nd","Driver.of.change.std_nd","increased_decreased_simple","driver_nd","X.1","X0","X.effective.population.","first_author_ep","measured_in_time.series_data","hypothesized_driver_of_change","level_of_analysis_ep","increase_decrease_ep","method.of.estimating","raw.stats","X","doi","year","authors","first_author.y","keywords","Title","Notes","Study.system","Taxon","Driver.of.change","Data.type","Experimental.design","Time.scale.years","Time.scale.generations","Driver.of.change.std","driver_ep","X.1_gf","X.gene.flow.","measured_in_time_series_data","level_of_analysis_gf","hypothesized_driver_of_change_gf","increase_decrease_gf","method_of_estimating","raw_stats","X_gf","doi_gf","year_gf","authors_gf","first_author.y_gf","keywords_gf","Title_gf","Notes_gf","Study.system_gf","Taxon_gf","Driver.of.change_gf","Data.type_gf","Experimental.design_gf","Time.scale.years_gf","Time.scale.generations_gf","Driver.of.change.std_gf","driver_gf","X_ib","include","first_author_ib","measure_in_time_series_data","level_of_analysis_ib","hypothesized_driver_of_change_ib","increase_decrease_ib","method_of_estimating_ib","raw_stats_ib","help_needed","X.x_ib","X.1_ib","X.y_ib","doi_ib","year_ib","authors_ib","first_author.y_ib","keywords_ib","Title_ib","Notes_ib","Study.system_ib","Taxon_ib","Driver.of.change_ib","Data.type_ib","Experimental.design_ib","Time.scale.years_ib","Time.scale.generations_ib","Driver.of.change.std_ib","driver_ib"
"40","10.1111_cobi.13889.pdf",14,"Marshall","Yes","No","No","No","yes","reintroduction; in situ conservation; anthropogenic","no change","PCA, Fst, and admixture","see doc",112,"10.1111/cobi.13889",2022,"Marshall; Imogen R.; Brauer; Chris J.; Wedderburn; Scotte D.; Whiterod; Nick S.; Hammer; Michael P.; Barnes; Thomas C.; Attard; Catherine R. M.; Moeller; Luciana M.; Beheregaray; Luciano B.","Marshall","","Longitudinal monitoring of neutral and adaptive genomic diversity in a reintroduction","","vertebrate","Fish","anthropogenic","WGS","repeated","11","6.111111111","anthropogenic","anthropogenic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,118,"Yes","marshall","yes","reintroduction","multiple_temporal","increase","LD method in NeEstimator V2.1","spring 2014 24 [8.6-infinite]; autumn 2017 278 [102.7 - infinite]; autumn 2018 356 180.4-4713.8]; summer 2018/19 778 [387.7 - 36063.4]; wild-caught breeders 392.1 [73.7 - infinite]; single cohort F1 30.6 [26.7 - 35.1]; single cohort F2 12.3 [7.9 - 21.3]; spring 2015 infinite; autumn 2019 infinite",112,"10.1111/cobi.13889",2022,"Marshall; Imogen R.; Brauer; Chris J.; Wedderburn; Scotte D.; Whiterod; Nick S.; Hammer; Michael P.; Barnes; Thomas C.; Attard; Catherine R. M.; Moeller; Luciana M.; Beheregaray; Luciano B.","Marshall","","Longitudinal monitoring of neutral and adaptive genomic diversity in a reintroduction","","vertebrate","Fish","anthropogenic","WGS","repeated","11","6.111111111","anthropogenic","anthropogenic",16,"Yes","yes","multiple_spatial; multiple_temporal","reintroduction; anthropogenic","increase","Admixture (Alexander et all 2009)","Accordingly, the Admixture results are consistent with historical admixture downstream but none in an upstream direction (Supporting Information), a hypothesis statistically inferred in an MDB-wide population genetic study of southern pygmy perch based on a larger sample (578 individuals and 45 localities) (Cole et al., 2016).",112,"10.1111/cobi.13889",2022,"Marshall; Imogen R.; Brauer; Chris J.; Wedderburn; Scotte D.; Whiterod; Nick S.; Hammer; Michael P.; Barnes; Thomas C.; Attard; Catherine R. M.; Moeller; Luciana M.; Beheregaray; Luciano B.","Marshall","","Longitudinal monitoring of neutral and adaptive genomic diversity in a reintroduction","","vertebrate","Fish","anthropogenic","WGS","repeated","11","6.111111111","anthropogenic","anthropogenic",6,"Yes","marshall","yes","multiple_spatial","conservation breeding; reintroduction; anthropogenic","no change","PCA, Fst, Inbreeding coefficent","see notes doc",NA,"",NA,112,"10.1111/cobi.13889",2022,"Marshall; Imogen R.; Brauer; Chris J.; Wedderburn; Scotte D.; Whiterod; Nick S.; Hammer; Michael P.; Barnes; Thomas C.; Attard; Catherine R. M.; Moeller; Luciana M.; Beheregaray; Luciano B.","Marshall","","Longitudinal monitoring of neutral and adaptive genomic diversity in a reintroduction","","vertebrate","Fish","anthropogenic","WGS","repeated",11,"6.111111111","anthropogenic","anthropogenic"
"41","10.1111_eva.12594.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"Yes","wales","yes","multiple_spatial","domestication","pi","decreased","modern cultivar pi = 0.0091; ethnographic = 0.0127","Their groups are confusing: decided to compare modern cultivars with ethnographic samples from early 1900s- span of age is therefore around 100 years ",NA,NA,113,"10.1111/eva.12594",2019,"Wales; N; Akman; M; Watson; RHB; Barreiro; FS; Smith; BD; Gremillion; KJ; Gilbert; MTP; Blackman; BK","Wales","ancient DNA; archaeobotany; domestication; genetic bottleneck; Helianthus annuus; paleogenomics; plant evolution; sunflower","ancient dna reveals the timing and persistence of organellar genetic bottlenecks over 3;000 years of sunflower domestication and improvement","","plant","H. annuus spp. annus & macrocarpus","domestication; anthropogenic","poolseq","historical","3,100","","anthropogenic","decreased","anthropogenic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","10.1111_eva.13656.pdf",15,"Howe","Yes","No","No","No","yes","rearing in hatchery; captive breeding; anthropogenic","increase","PCA and pairwise Fst","see doc",114,"10.1111/eva.13656",2024,"Howe; NS; Hale; MC; Waters; CD; Schaal; SM; Shedd; KR; Larson; WA","Howe","domestication selection; hatchery; low-coverage whole-genome sequencing; rapid adaptation; salmon; Southeast Alaska","genomic evidence for domestication selection in three hatchery populations of chinook salmon; oncorhynchus tshawytscha","","vertebrate","Oncorhynchus tshawytscha","domestication; anthropogenic","WGS","historical","32","9","anthropogenic","anthropogenic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,120,"Yes","howe","yes","domestication; anthropogenic","multiple_temporal","decrease","linkage disequilibrium method implemented in NeEstimator v2.1","see notes file",114,"10.1111/eva.13656",2024,"Howe; NS; Hale; MC; Waters; CD; Schaal; SM; Shedd; KR; Larson; WA","Howe","domestication selection; hatchery; low-coverage whole-genome sequencing; rapid adaptation; salmon; Southeast Alaska","genomic evidence for domestication selection in three hatchery populations of chinook salmon; oncorhynchus tshawytscha","","vertebrate","Oncorhynchus tshawytscha","domestication; anthropogenic","WGS","historical","32","9","anthropogenic","anthropogenic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","10.1111_gcb.17126.pdf",16,"Benham","Yes","No","No","No","yes","coastal habitat loss; urbanization, agriculture, and mining; anthropogenic","decrease","PCA and admixture","see doc",116,"10.1111/gcb.17126",2024,"Benham; Phred M.; Walsh; Jennifer; Bowie; Rauri C. K.","Benham","","Spatial variation in population genomic responses to over a century of anthropogenic change within a tidal marsh songbird","","vertebrate","Bird","anthropogenic","reduced representation","historical","128","48","anthropogenic","anthropogenic",15,"Yes","benham","yes","multiple_spatial","habitat loss","pi","decreased","change in pi  from historic to now across pops: -0.0000102, -0.0000582, -0.0000207, 3.9E-06, 0.0000138","also calculated watterson's theta; data extracted from fig. s5 with web plot digitizer focusing on subsampled comparison",NA,NA,116,"10.1111/gcb.17126",2024,"Benham; Phred M.; Walsh; Jennifer; Bowie; Rauri C. K.","Benham","","Spatial variation in population genomic responses to over a century of anthropogenic change within a tidal marsh songbird","","vertebrate","Bird","anthropogenic","reduced representation","historical","128","48","anthropogenic","decreased","anthropogenic",14,123,"Yes","benham","yes","habitat loss; urbanization; anthropogenic","multiple_inferred","decrease","GADMA2",NA,116,"10.1111/gcb.17126",2024,"Benham; Phred M.; Walsh; Jennifer; Bowie; Rauri C. K.","Benham","","Spatial variation in population genomic responses to over a century of anthropogenic change within a tidal marsh songbird","","vertebrate","Bird","anthropogenic","reduced representation","historical","128","48","anthropogenic","anthropogenic",17,"Yes","yes","multiple_spatial; multiple_temporal","habitat loss; popluation decline; anthropogenic","increase","DyStruct (similar to Admixture)","temporal variation in population structure, with modern birds from the central and northern California	coast	exhibiting	a	17%	(Morro	Bay)	to	64%	(Humboldt	Bay)	increase in the proportion of ancestry shared with inland eastern California birds. These temporal changes point to a recent increase in the level of gene flow from inland eastern California populations into coastal populations.",116,"10.1111/gcb.17126",2024,"Benham; Phred M.; Walsh; Jennifer; Bowie; Rauri C. K.","Benham","","Spatial variation in population genomic responses to over a century of anthropogenic change within a tidal marsh songbird","","vertebrate","Bird","anthropogenic","reduced representation","historical","128","48","anthropogenic","anthropogenic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","10.1111_jeb.14152.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"Yes","johnson","yes","multiple_temporal","drought; experimental evolution","pi","no change","pi = 0.0105 � 0.0040 in ancestral, 0.0104 � 0.0040 in drought, and 0.0104 � 0.0040 in water treatments",NA,NA,NA,119,"10.1111/jeb.14152",2023,"Johnson S.E.; Tittes S.; Franks S.J.","Johnson","Brassica rapa; drought adaptation; experimental evolution; parallel evolution; rapid evolution; resurrection approach","rapid; nonparallel genomic evolution of brassica rapa (field mustard) under experimental drought","","plant","Brassica rapa","experimental","reduced representation","experimental",NA,"6","experimental",NA,"experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","10.1111_mec.12260.pdf",17,"Therkildsen","Yes","Yes","Yes","No","yes","overfishing; anthropogenic","no change","Fsc","Fsc= -0.01 ""However, our analysis of nonoutlier loci—which should reflect neutral evolution- ary forces—revealed temporally stable spatial differenti- ation between the sampling locations, indicating that the overall population structure has remained intact over the study period.""",120,"10.1111/mec.12260",2013,"Therkildsen N.O.; Hemmer-Hansen J.; Als T.D.; Swain D.P.; Morgan M.J.; Trippel E.A.; Palumbi S.R.; Meldrup D.; Nielsen E.E.","Therkildsen","fisheries-induced evolution; Gadus morhua; genome scan; historical DNA; selection; temporal","microevolution in time and space: snp analysis of historical dna reveals dynamic signatures of selection in atlantic cod","","vertebrate","gadus morhua","anthropogenic","reduced representation","repeated","80","9","anthropogenic","anthropogenic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","10.1111_mec.15085.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,131,"Yes","r�go","yes","host plant shift; experimental","multiple_temporal","increase","Bayesian bootstrap method Gompert (2016)","see notes file",122,"10.1111/mec.15085",2019,"R√™go A.; Messina F.J.; Gompert Z.","R√™go","approximate Bayesian computation; Callosobruchus maculatus; evolutionary rescue; evolve and resequence; experimental evolution; parallel evolution","dynamics of genomic change during evolutionary rescue in the seed beetle callosobruchus maculatus","","invertebrate","Callosobruchus maculatus","host-pathogen","reduced representation","experimental","1.15","100","host-pathogen","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","10.1111_mec.15579.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,132,"Yes","langm�ller","yes","heat; experimental","multiple_temporal","stable","J�n�s et al 2016","see notes file",123,"10.1111/mec.15579",2020,"Langm√ºller A.M.; Schl√∂tterer C.","Langm√ºller","","Low concordance of short-term and long-term selection responses in experimental Drosophila populations","","invertebrate","Drosophila simulans","experimental","poolseq","experimental","#N/A","60","experimental","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","10.1111_mec.16111.pdf",18,"Gompert","Yes","Yes","No","No","yes","fragmented populations","no change","PCA, pairwise Fst","see doc",125,"10.1111/mec.16111",2021,"","","","Genomic time-series data show that gene flow maintains high genetic diversity despite substantial genetic drift in a butterfly species","","invertebrate","Lycaeides idas","natural evolution","reduced representation","repeated","4 or 5","4 or 5","natural evolution","natural",17,"Yes","gompert","yes","multiple_spatial","natural evolution","pi","no change","pi = 0.0092 ","full details in table S4; no sig variation among years",NA,NA,125,"10.1111/mec.16111",2021,"","","","Genomic time-series data show that gene flow maintains high genetic diversity despite substantial genetic drift in a butterfly species","","invertebrate","Lycaeides idas","natural evolution","reduced representation","repeated","4 or 5","4 or 5","natural evolution",NA,"natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"Yes","yes","multiple_spatial; multiple_temporal","natural","no change","dadi and Bayesian F model","assume a mutation rate of 2.9 × 10−9 (from the butterfly Heliconius melpomene; Keightley et al., 2015) and π = 0.0092 (our mean estimate), diversity levels suggest a global, long- term effective population size of ~793,000. This is ~4500 times greater than the average variance effective population size we estimated and thus would require ~4500 populations of this size connected by gene flow",125,"10.1111/mec.16111",2021,"","","","Genomic time-series data show that gene flow maintains high genetic diversity despite substantial genetic drift in a butterfly species","","invertebrate","Lycaeides idas","natural evolution","reduced representation","repeated","4 or 5","4 or 5","natural evolution","natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","10.1111_mec.16451.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"Yes","abdullahi","yes","multiple_temporal","pollution","genome-wide SNP-alpha diversity; Ma et al. 2020 scientific reports","decreased","Most recent: diversity = 2100.7; older time points diversity: 2627.6, 2668.3, 2585.8","full details in table S2",NA,NA,126,"10.1111/mec.16451",2022,"Abdullahi M.; Zhou J.; Dandhapani V.; Chaturvedi A.; Orsini L.","Abdullahi","","historical exposure to chemicals reduces tolerance to novel chemical stress in daphnia (waterflea)","Resurrection experiment; Assumes a generation per year","invertebrate","Daphnia magna","pollution; anthropogenic","WGS","historical","50","50","anthropogenic","decreased","anthropogenic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","10.1111_mec.16760.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Yes","osborne","yes","multiple_temporal","habitat destruction; anthropogenic","increase","see notes doc","see noted doc",NA,"",NA,128,"10.1111/mec.16760",2023,"Osborne M.J.; Caeiro-Dias G.; Turner T.F.","Osborne","","Transitioning from microsatellites to SNP-based microhaplotypes in genetic monitoring programmes: Lessons from paired data spanning 20 years","","vertebrate","Fish","natural evolution","reduced representation","repeated",19,"19","natural evolution","anthropogenic"
"51","10.1111_mec.16933.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"Yes","yes","multiple_temporal","environmental change; anthropogenic","increase","Proportion of wild genome computed via STRUCTURE","The salmon population in the river Etne has been subject to introgression from domesticated salmon escaping from commercial fish farms, with an average 24%	of	genetic	admixture	in	the	contemporary	population. When	predicting	age	at	maturation	from	the	joined	effect	of	admixture and genotype, no interaction was detected between individual admixture and vgll3 genotype (χ2 = 3.6,	df = 2,	p = .161),	nor	between individual admixture and six6 genotype (χ2 = 2.7,	df = 2,	p = .24),	indicating	that	the	temporal	dissociation	between	these	loci	and age at maturation was independent from individual admixture.",129,"10.1111/mec.16933",2024,"Besnier F.; Skaala √ò.; Wennevik V.; Ayllon F.; Utne K.R.; Fjeldheim P.T.; Andersen-Fjeldheim K.; Knutar S.; Glover K.A.","Besnier","phenotypic plasticity; salmon maturation; sexual conflict; six6; vgll3","overruled by nature: a plastic response to environmental change disconnects a gene and its trait","Generation time seems hard to estimate; they discuss proportion of salmon that are mature at 1 year; so I'm going to say 1.5 year gen time","vertebrate","Salmo salar","climate change; anthropogenic","reduced representation","historical","33","22","anthropogenic","anthropogenic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","10.1111_mec.17274.pdf",19,"Kellner","Yes","Yes","No","No","yes","hunting; anthropogenic factors","increase","PCA and admixture","see doc. ""The assignment of modern groups to estimate genetic clusters strongly correlates with geography, while ancient groups do not.""",130,"10.1111/mec.17274",2024,"Kellner; FL; Le Moullec; M; Ellegaard; MR; Rosvold; J; Peeters; B; Burnett; HA; Pedersen; AO; Brealey; JC; Dussex; N; Bieker; VC; Hansen; BB; Martin; MD","Kellner","ancient DNA; bottleneck; conservation genomics; genomic erosion; population genomics; Svalbard reindeer","a palaeogenomic investigation of overharvest implications in an endemic wild reindeer subspecies","Generation time from https://www.cell.com/iscience/fulltext/S2589-0042(23)01888-6","vertebrate","Rangifer tarandus platyrhynchus","overharvest; anthropogenic","WGS","historical","2,500","417","anthropogenic","anthropogenic",19,"Yes","kellner","yes","multiple_spatial","hunting","sliding window pi","no change","pre-hunting period: 3.34 10 -4; during hunting 3.35 10^-4; post hunting 3.23 10^-4","",NA,NA,130,"10.1111/mec.17274",2024,"Kellner; FL; Le Moullec; M; Ellegaard; MR; Rosvold; J; Peeters; B; Burnett; HA; Pedersen; AO; Brealey; JC; Dussex; N; Bieker; VC; Hansen; BB; Martin; MD","Kellner","ancient DNA; bottleneck; conservation genomics; genomic erosion; population genomics; Svalbard reindeer","a palaeogenomic investigation of overharvest implications in an endemic wild reindeer subspecies","Generation time from https://www.cell.com/iscience/fulltext/S2589-0042(23)01888-6","vertebrate","Rangifer tarandus platyrhynchus","overharvest; anthropogenic","WGS","historical","2,500","417","anthropogenic",NA,"anthropogenic",17,140,"Yes","kellner","yes","hunting; anthropogenic","multiple_temporal","decrease","mean per-site Watterson's theta estimator, Kumar and Subramanian 2002","",130,"10.1111/mec.17274",2024,"Kellner; FL; Le Moullec; M; Ellegaard; MR; Rosvold; J; Peeters; B; Burnett; HA; Pedersen; AO; Brealey; JC; Dussex; N; Bieker; VC; Hansen; BB; Martin; MD","Kellner","ancient DNA; bottleneck; conservation genomics; genomic erosion; population genomics; Svalbard reindeer","a palaeogenomic investigation of overharvest implications in an endemic wild reindeer subspecies","Generation time from https://www.cell.com/iscience/fulltext/S2589-0042(23)01888-6","vertebrate","Rangifer tarandus platyrhynchus","overharvest; anthropogenic","WGS","historical","2,500","417","anthropogenic","anthropogenic",20,"Yes","yes","multiple_spatial; multiple_temporal","hunting; population decline; anthropogenic","decrease","PCA, NGSadmix","(Fig in doc) the spatiotemporal groups of ancient individuals are not strongly distinct from one another in the admixture analysis .",130,"10.1111/mec.17274",2024,"Kellner; FL; Le Moullec; M; Ellegaard; MR; Rosvold; J; Peeters; B; Burnett; HA; Pedersen; AO; Brealey; JC; Dussex; N; Bieker; VC; Hansen; BB; Martin; MD","Kellner","ancient DNA; bottleneck; conservation genomics; genomic erosion; population genomics; Svalbard reindeer","a palaeogenomic investigation of overharvest implications in an endemic wild reindeer subspecies","Generation time from https://www.cell.com/iscience/fulltext/S2589-0042(23)01888-6","vertebrate","Rangifer tarandus platyrhynchus","overharvest; anthropogenic","WGS","historical","2,500","417","anthropogenic","anthropogenic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","10.1126_sciadv.aax0530.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Yes","retel","yes","multiple_temporal","host-pathogen","model of allele frequencies","varies","diversity increased and decreased during host-pathogen coevolution","see word document",NA,NA,131,"10.1126/sciadv.aax0530",2019,"Retel C.; Kowallik V.; Huang W.; Werner B.; K√ºnzel S.; Becks L.; Feulner P.G.D.","Retel","","The feedback between selection and demography shapes genomic diversity during coevolution","","microbes","","host-pathogen","WGS","experimental","0.2739726 or 100","100","host-pathogen",NA,"host-pathogen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","10.1128_JVI.01519-08.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,145,"Yes","bird","yes","epidemic","multiple_temporal","increase","The timing of any potential population expan- sion event was calculated using the formula t   /2l, where  is the mutation rate in terms of substitutions/site/year and l is the length of the nucleotide sequence.","",135,"10.1128/JVI.01519-08",2008,"Bird B.H.; Githinji J.W.K.; Macharia J.M.; Kasiiti J.L.; Muriithi R.M.; Gacheru S.G.; Musaa J.O.; Towner J.S.; Reeder S.A.; Oliver J.B.; Stevens T.L.; Erickson B.R.; Morgan L.T.; Khristova M.L.; Hartman A.L.; Comer J.A.; Rollin P.E.; Ksiazek T.G.; Nichol S.T.","Bird","","multiple virus lineages sharing recent common ancestry were associated with a large rift valley fever outbreak among livestock in kenya during 2006-2007","Small relevant section: Evidence of interoutbreak RVF virus expansion and ongoing virus lineage evolution since the 1997-1998 epizootic/epidemic.; not sure generation time","microbes","Rift valley fever","host-pathogen","WGS","historical","10",NA,"host-pathogen","host-pathogen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
