pdf,hypothesized_driver_of_change,denovo_or_derivedlist,confirmed_yn,gene_name,IMG Gene ID,IMG Locus Tag ,ensembl,Brapa gene name,ENSGMOG,Globodera pallida,Globodera rostochienis
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG4287,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Rbf2,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,GATAe,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10185,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,sxe2,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG5903,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG5916,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Fer2,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG8925,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG8927,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG6126,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Zip3,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG6901,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG17929,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,pad,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG14879,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG17931,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,ema,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG14883,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Gyc-89Da,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Gyc-89Db,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Cad89D,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG14892,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG17562,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG14893,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG14905,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG14907,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG18622,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG3678,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG17556,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG3534,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG16941,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Irc,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG3590,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG4009,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG5220,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Keap1,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,kuk,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,cal1,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG4053,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,tara,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,bor,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Sulf1,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,SF2,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,MESK4,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Pak3,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31183,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,modSP,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31267,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31274,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31279,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31291,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG32855,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG6006,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG34276,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG34278,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,sra,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,GckIII,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG42232,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,gish,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG42342,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,wah,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Fas1,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CR43617,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,iab-8,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CR44133,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,cv-d,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,ald,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Eh,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Sgs5,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Lgr1,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,SF1,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Mur89F,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,beat-IIb,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,beat-IIa,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Brf,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Sur-8,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG17283,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG14331,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG5873,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG14330,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG5823,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Prx3,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,sll,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG14326,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG14325,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG14322,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,alt,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,TyrRII,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,TyrR,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG17806,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG17802,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG7357,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31251,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31262,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Rim,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG34281,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Dscam3,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,tinc,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,osa,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Pxt,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG42823,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG42824,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG42834,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG43102,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG43196,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,lute,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CR43489,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CR43490,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Hmx,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG44090,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Cha,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Dl,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,nos,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Rh2,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,cdi,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,sqz,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,VAChT,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,dnk,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Mekk1,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,cry,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,gukh,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Prp18,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CstF-64,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG14301,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG7702,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG7705,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG7706,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG7708,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Muc91C,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG7715,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG7718,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG7720,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG18208,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG14298,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,endoA,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG14291,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Mpc1,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Smu1,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG14285,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG6013,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG6026,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG6040,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Cyp12a5,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Cyp12a4,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG5835,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG11779,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG14282,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG11703,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG3773,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,unc79,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG14280,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG5316,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG3517,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG6255,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG15025,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Gos28,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31221,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31224,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31475,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG34283,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG34284,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CR34285,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Ino80,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Dys,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,gwl,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,gatA,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Cpsf73,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Xrp1,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG42613,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Ppcs,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,snRNP-U1-C,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,vib,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,qin,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG43732,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CR44107,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG44173,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Cha,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Dl,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,nos,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,cdi,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,sqz,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,VAChT,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,ATPsyn-d,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,dnk,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,cry,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,gukh,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG7702,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG7705,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG7706,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG7708,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG14300,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG7720,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG18208,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG14298,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG14297,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG14294,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,endoA,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Smu1,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG14286,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG6026,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG6040,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Cyp12a5,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Cyp12a4,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG5835,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG11779,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,unc79,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG3734,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG18493,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31404,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31475,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Ino80,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,gwl,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,gatA,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Xrp1,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG42613,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Ppcs,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,vib,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG43203,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CR43451,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG43732,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG44173,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,asp,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,slo,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,tld,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Fur1,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,tok,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,OstStt3,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Ela,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Esp,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Ast,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CycB3,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Osbp,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Cad96Ca,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Aats-gln,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,rha,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG5807,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG5808,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG11902,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,ssh,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG13627,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG13630,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG5805,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG13634,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Ets96B,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Ude,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG13636,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,nct,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG13640,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG7016,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG3744,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG11089,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG11069,NA,NA,NA,NA,NA,NA,
